연도,회담분야,회담명,개최회담,개최국가,개최지역,개최시설,회담시작일자,회담종료일자,회담일수
1971,인도,남북적십자 파견원 접촉,남북적십자 파견원 제4차 접촉,중립,판문점 중립,중감위회의실,1971-09-03,1971-09-03,1
1971,인도,남북적십자 파견원 접촉,남북적십자 파견원 제5차 접촉,중립,판문점 중립,중감위회의실,1971-09-16,1971-09-16,1
1971,인도,남북적십자 예비회담,남북적십자 제1차 예비회담,중립,판문점 중립,중감위회의실,1971-09-20,1971-09-20,1
1971,인도,남북적십자 예비회담,남북적십자 제2차 예비회담,중립,판문점 중립,중감위회의실,1971-09-29,1971-09-29,1
1971,인도,남북적십자 예비회담,남북적십자 제3차 예비회담,중립,판문점 중립,중감위회의실,1971-10-06,1971-10-06,1
1971,인도,남북적십자 예비회담,남북적십자 제4차 예비회담,중립,판문점 중립,중감위회의실,1971-10-13,1971-10-13,1
1971,인도,남북적십자 예비회담,남북적십자 제5차 예비회담,중립,판문점 중립,중감위회의실,1971-10-20,1971-10-20,1
1971,인도,남북적십자 예비회담,남북적십자 제6차 예비회담,중립,판문점 중립,중감위회의실,1971-10-27,1971-10-27,1
1971,인도,남북적십자 예비회담,남북적십자 제7차 예비회담,중립,판문점 중립,중감위회의실,1971-11-03,1971-11-03,1
1971,인도,남북적십자 예비회담,남북적십자 제8차 예비회담,중립,판문점 중립,중감위회의실,1971-11-11,1971-11-11,1
1971,인도,남북적십자 예비회담,남북적십자 제9차 예비회담,중립,판문점 중립,중감위회의실,1971-11-19,1971-11-19,1
1971,인도,남북적십자 예비회담,남북적십자 제10차 예비회담,중립,판문점 중립,중감위회의실,1971-11-24,1971-11-24,1
1971,인도,남북적십자 예비회담,남북적십자 제11차 예비회담,중립,판문점 중립,중감위회의실,1971-12-03,1971-12-03,1
1971,인도,남북적십자 예비회담,남북적십자 제12차 예비회담,중립,판문점 중립,중감위회의실,1971-12-10,1971-12-10,1
1971,인도,남북적십자 예비회담,남북적십자 제13차 예비회담,중립,판문점 중립,중감위회의실,1971-12-17,1971-12-17,1
